Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
MiamiUniversity,67,1512,7529889,18,NA,5,4,6,5,5,5,6,4,6,3,7,6,7,6,6,1,4,3,1,4,4,2,2,4,4,4,4,4,4,3,4,undecided,2,2,4,2,2,2,4,3,5,3,4,5,4,1,B
MiamiUniversity,68,1622,7539290,18,NA,6,3,3,2,6,6,6,2,5,3,6,4,6,7,5,1,3,1,1,3,4,3,3,3,2,4,4,2,3,4,4,psychology,2,2,4,2,4,2,2,2,6,3,4,3,4,1,A
MiamiUniversity,69,1620,7539287,19,I read the instructions,7,5,7,1,6,2,5,3,7,5,3,4,3,5,3,2,3,2,2,3,2,2,3,3,2,4,3,2,3,4,4,biology,2,2,4,1,3,3,4,4,6,2,4,4,3,2,C
MiamiUniversity,7,256,7406842,19,I read the instructions,5,1,7,6,7,5,7,3,6,1,6,5,5,5,4,2,4,3,3,4,4,2,2,4,4,4,2,2,3,2,4,Psychology,2,1,3,1,4,4,3,3,6,2,4,3,3,1,A
MiamiUniversity,70,1621,7539289,19,NA,7,2,6,3,3,3,4,2,6,2,7,7,6,8,8,2,2,2,1,3,2,3,4,4,2,2,3,2,3,3,4,Biology,2,2,1,1,4,1,2,5,6,5,5,4,3,1,B
MiamiUniversity,71,1648,7541664,19,I read the instructions,5,3,7,3,3,3,3,1,6,3,7,7,7,5,6,1,2,3,3,2,2,4,2,3,3,3,1,1,3,3,3,Economics,4,4,3,3,3,4,2,2,4,3,3,3,2,2,A
MiamiUniversity,72,1650,7541668,19,NA,6,5,5,5,4,2,4,4,5,6,3,5,2,7,6,2,3,3,4,3,4,2,2,4,3,4,4,2,4,3,4,University Studies,2,1,2,2,4,4,5,1,6,2,5,5,2,2,B
MiamiUniversity,73,1649,7541667,19,I read the instructions,6,2,5,1,7,2,7,5,6,7,7,3,4,5,5,2,3,3,2,3,3,2,3,3,2,2,2,3,2,2,3,Biochemistry,2,2,4,2,4,3,3,1,7,2,4,3,3,2,C
MiamiUniversity,74,1754,7551534,19,NA,3,3,5,2,6,4,5,6,5,3,6,5,6,4,6,2,3,2,2,2,3,3,1,4,4,4,4,3,3,2,3,UNDECIDED,4,3,2,4,2,4,4,4,2,3,2,4,3,2,B
MiamiUniversity,75,1753,7551528,19,NA,7,6,7,2,7,1,4,1,5,3,3,4,3,6,4,2,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,"Finance, Political science",2,2,4,1,2,4,4,1,5,2,2,NA,NA,1,C
MiamiUniversity,76,1788,7554005,19,NA,6,3,3,4,5,3,5,3,4,4,9,9,9,9,9,1,3,3,3,2,3,3,4,4,3,3,3,3,3,NA,3,Communications,2,2,3,3,NA,1,3,NA,6,2,3,3,3,1,B
MiamiUniversity,77,1804,7554655,20,NA,6,5,7,4,5,2,3,4,7,6,8,8,8,9,5,2,3,4,4,4,4,3,2,2,4,3,2,3,4,4,4,Criminal Justice,2,3,2,3,3,4,3,3,6,2,5,4,2,3,A
MiamiUniversity,78,1805,7554663,18,NA,5,5,5,5,6,6,6,7,6,3,6,6,6,6,6,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,4,Psychology,2,2,3,1,3,4,4,2,5,3,3,3,1,1,B
MiamiUniversity,79,1816,7556289,18,I read the instructions,5,3,2,2,6,1,7,1,4,5,7,4,6,9,7,1,1,1,1,3,2,4,4,4,2,4,3,2,3,2,4,undecided,3,3,3,2,5,2,3,4,3,4,3,3,3,1,A
MiamiUniversity,8,254,7406839,21,NA,4,3,3,3,5,5,5,3,4,4,6,9,7,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Strategic Communication,3,3,4,4,3,3,3,3,5,3,3,3,3,3,C
MiamiUniversity,80,1919,7566783,18,I read the instructions,2,5,5,5,3,5,5,2,6,5,5,4,4,5,4,1,2,1,1,3,2,3,3,2,2,3,3,1,2,2,3,Kinesiology,3,3,2,3,4,3,2,4,6,3,3,3,2,1,B
MiamiUniversity,81,2818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
MiamiUniversity,82,1988,7571108,18,NA,5,5,6,2,6,6,6,2,6,5,7,7,9,9,7,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,Biology,3,2,2,2,4,2,2,4,5,4,4,4,2,1,D
MiamiUniversity,83,1987,7571105,19,NA,5,4,6,5,5,4,6,5,5,7,7,4,4,8,5,1,2,1,1,2,2,3,3,3,2,3,2,2,2,3,2,marketing,4,4,4,3,4,2,2,4,5,4,3,2,3,1,A
MiamiUniversity,84,1986,7571104,19,NA,5,3,5,2,5,1,6,4,5,2,6,5,7,9,6,2,2,2,1,2,1,2,2,2,3,3,3,2,3,2,3,Biology,2,2,2,4,3,2,4,4,6,1,4,4,3,1,B
MiamiUniversity,85,1995,7572457,19,NA,2,2,3,4,6,5,4,4,4,4,6,5,4,6,3,2,3,2,2,3,3,2,2,3,3,2,3,2,4,3,3,Biology,3,3,4,1,4,3,4,2,5,3,3,3,2,1,A
MiamiUniversity,86,1996,7572493,19,NA,7,4,5,3,6,2,5,1,6,5,1,6,7,6,8,2,3,2,2,2,3,4,4,4,4,3,3,2,3,2,4,universal studies,2,1,4,4,4,3,2,3,6,2,4,4,4,1,B
MiamiUniversity,87,2083,7580466,18,NA,7,6,7,3,7,2,3,3,6,3,5,3,4,5,5,1,4,3,4,4,4,2,2,4,4,4,4,2,4,4,4,Finance,5,1,2,2,3,3,3,3,7,1,5,5,5,1,B
MiamiUniversity,88,2084,7580467,18,I read the instructions,5,3,4,3,4,4,6,6,5,5,7,7,6,7,5,1,2,2,2,3,2,2,2,4,3,3,3,3,3,3,3,Undecided,2,2,4,3,3,3,4,4,3,3,3,4,2,1,C
MiamiUniversity,89,2082,7580465,18,NA,5,3,6,2,7,5,7,2,7,3,7,5,5,6,5,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,3,kinesiology,2,2,2,3,2,2,2,2,6,2,4,4,2,1,A
MiamiUniversity,9,2757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
MiamiUniversity,90,2186,7602592,18,NA,5,5,5,3,7,3,6,2,7,5,6,5,5,4,5,1,2,1,1,3,2,3,3,3,2,3,2,2,3,2,3,psychology,2,2,3,4,4,2,2,2,6,2,3,4,2,1,C
MiamiUniversity,91,2187,7602593,19,NA,5,3,6,2,7,5,6,1,5,2,6,5,7,6,4,1,4,3,2,4,4,4,3,3,4,4,4,4,4,2,3,kiniesology,2,2,4,4,3,3,4,2,5,2,4,3,2,2,B
MiamiUniversity,92,2185,7602589,19,I read the instructions,5,1,6,5,5,4,6,2,4,2,9,6,8,8,6,1,3,3,1,3,2,2,2,3,3,3,4,2,3,2,4,Art and Pre med,3,3,3,2,3,3,4,3,2,4,3,2,4,2,A
MiamiUniversity,93,2190,7602800,21,NA,5,6,5,6,7,3,6,1,5,6,6,5,6,6,7,1,2,3,2,3,2,1,4,3,2,1,3,2,3,1,2,microbiology/ pre-medicine,4,4,4,4,2,3,4,1,5,4,3,3,4,4,B
MiamiUniversity,94,2189,7602799,19,NA,6,5,5,5,5,2,2,3,3,4,8,7,7,6,6,1,3,3,3,2,3,3,2,3,2,4,3,3,3,2,3,strategic communications,5,3,4,4,3,3,3,4,6,3,3,4,3,1,C
MiamiUniversity,95,2191,7602802,21,NA,6,5,3,2,7,2,6,3,6,2,1,7,3,NA,NA,2,1,3,3,3,4,2,2,3,4,4,4,3,3,3,3,PSychology,5,5,4,2,4,4,4,4,6,2,2,2,4,3,A
MiamiUniversity,96,2192,7602813,19,NA,6,3,6,1,7,1,5,2,5,1,7,6,7,6,7,2,3,3,2,4,4,4,4,4,4,4,4,3,4,4,4,Marketing,1,1,5,5,5,5,5,2,5,2,4,4,4,2,D
MiamiUniversity,97,2280,7607934,18,NA,5,3,6,6,6,6,6,6,6,6,7,2,2,2,2,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,Nursing,5,5,5,5,5,5,5,5,5,5,5,5,5,1,A
MiamiUniversity,98,2281,7607935,20,NA,3,5,6,3,6,6,6,2,5,4,7,5,7,7,7,2,2,2,2,3,3,3,2,3,3,3,2,2,4,3,3,Chemistry,3,3,3,2,4,4,4,2,5,3,4,4,3,3,B
MiamiUniversity,99,2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
MiamiUniversity,NA,253,7406836,18,i read the instructions,5,3,7,4,5,5,6,1,6,5,4,5,3,1,4,1,2,3,2,2,3,3,3,3,3,3,3,2,3,4,4,Kinesiology,4,4,2,2,2,2,2,4,6,2,5,4,2,1,NA
MiamiUniversity,NA,1389,7509394,18,NA,5,6,6,6,6,7,7,3,5,6,6,7,4,7,5,1,3,3,2,4,3,3,2,3,3,3,3,2,3,3,3,Psychology,2,2,4,3,2,4,3,3,5,3,2,3,2,1,NA
MiamiUniversity,NA,432,7422628,18,I read the instructions,6,5,7,5,6,3,6,2,6,4,8,7,8,7,8,1,3,3,3,4,4,3,2,4,4,4,4,3,4,4,4,kinesiology,3,2,3,4,4,4,5,3,5,2,3,2,2,1,NA
MiamiUniversity,NA,2282,7607936,20,NA,4,6,6,6,6,5,4,2,5,4,6,6,6,7,7,1,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,NA,4,4,3,4,3,3,3,4,6,4,3,NA,3,1,NA
MiamiUniversity,NA,549,7430534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MiamiUniversity,NA,1443,7521716,18,NA,3,2,7,5,5,5,6,2,4,4,7,3,6,8,4,2,3,3,2,2,2,3,2,4,2,3,4,2,2,3,3,Business Economics,3,3,2,2,4,2,4,4,5,3,4,4,3,1,NA
MiamiUniversity,NA,1918,7566764,20,NA,5,3,5,2,5,6,6,3,6,3,7,8,8,6,7,2,3,4,4,3,2,2,1,4,3,3,3,2,2,1,3,Finance and Math,2,2,2,2,2,4,4,3,6,2,2,4,2,2,NA
MiamiUniversity,NA,255,7406840,18,I read the instructions,5,5,5,6,6,5,6,3,3,2,7,7,7,4,6,2,3,2,2,3,3,3,3,3,3,4,4,2,3,4,4,Psychology,3,2,4,2,3,3,4,2,5,2,5,4,2,1,NA
MiamiUniversity,NA,1442,7521713,18,NA,6,5,5,2,5,5,6,5,5,3,3,5,3,4,4,1,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,Psychology,2,2,3,4,4,4,4,4,5,3,3,3,3,1,NA
MichiganStateUniversity,1,2907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,10,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,100,2922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,101,467,7424103,21,I read the instructions,2,6,5,6,4,6,4,5,3,5,4,5,3,2,6,1,1,2,2,4,2,2,2,4,4,4,2,4,2,4,4,Human Biology,5,4,3,2,4,4,4,2,3,2,3,3,3,4,2
MichiganStateUniversity,102,469,7425130,18,i read the instructions,6,7,7,5,6,3,4,1,5,2,5,6,6,3,4,2,2,1,1,3,2,3,3,3,2,4,3,2,3,4,4,Psychology,2,2,2,4,2,2,5,1,5,2,4,4,1,1,2
MichiganStateUniversity,103,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,104,2879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,105,471,7425169,19,I read the instructions,3,5,6,2,6,6,5,2,6,2,7,4,4,8,6,2,3,2,3,3,2,2,1,3,3,4,2,3,3,3,4,Biomedical Laboratory Diagnostics,2,2,4,2,4,2,4,4,3,4,4,4,3,2,2
MichiganStateUniversity,106,474,7425297,20,I read the instructions,6,4,6,2,7,5,6,3,5,5,8,7,7,7,6,1,2,2,2,3,3,2,2,3,2,4,3,2,2,3,4,Kinesiology,2,2,2,2,2,3,4,2,5,3,4,3,2,3,2
MichiganStateUniversity,107,2864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,108,2865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,109,478,7425495,19,I read the instructions,5,6,7,7,5,6,5,2,3,5,8,2,7,6,6,2,2,2,2,3,2,4,4,4,3,3,2,1,2,2,3,Chemistry,4,4,4,2,5,3,3,2,5,4,3,3,3,2,2
MichiganStateUniversity,11,2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MichiganStateUniversity,110,2920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,111,482,7425568,20,NA,4,3,5,4,7,5,5,3,4,3,4,3,3,4,6,1,3,2,2,4,3,4,2,2,2,3,3,1,4,1,4,Supply Chain Management,2,3,3,4,4,2,3,2,4,3,4,3,3,2,2
MichiganStateUniversity,112,491,7425709,20,NA,3,4,6,4,5,6,6,3,6,3,9,2,5,8,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,3,3,NA,3,4,2,4,3,5,3,4,3,2,3,2
MichiganStateUniversity,113,2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,114,2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,115,500,7425838,18,I read the instructions,6,5,5,5,7,3,7,5,4,2,7,7,7,6,6,1,2,1,2,3,4,2,3,3,4,4,4,3,4,4,4,Art Ed and English,4,3,1,1,4,2,4,3,4,3,3,3,3,2,2
MichiganStateUniversity,116,503,7426064,19,I read the instructions,5,3,6,5,7,4,5,2,5,5,6,3,7,7,6,1,2,1,1,2,3,2,3,2,3,3,2,2,3,3,2,marketing,3,3,4,3,4,2,4,2,5,4,4,3,3,2,2
MichiganStateUniversity,117,2763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,118,2764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,119,505,7426251,20,I read the instructions,4,1,6,3,6,5,7,2,6,4,8,6,4,6,7,1,3,2,2,3,2,2,2,3,3,4,3,3,2,2,3,psychology,3,3,2,2,3,3,4,2,5,2,4,3,3,3,2
MichiganStateUniversity,12,330,7412819,19,I read the instructions,6,6,7,7,7,3,6,3,5,3,8,7,7,6,6,1,3,2,1,3,2,2,3,4,4,4,4,3,3,2,2,Psychology,3,5,2,2,2,2,4,2,3,3,4,4,3,2,2
MichiganStateUniversity,120,2766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,121,506,7426368,20,I read the instructions,7,3,6,2,6,1,3,2,7,2,8,6,6,7,6,2,3,3,3,4,3,1,1,4,3,2,3,1,2,2,2,Political Science,2,1,3,2,2,4,4,3,7,1,4,4,1,3,2
MichiganStateUniversity,122,2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,123,2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,124,509,7427703,18,I read the instructions,3,2,4,2,5,5,6,1,6,1,5,5,4,5,6,1,1,2,1,3,1,2,2,3,1,1,2,2,1,2,2,Arts and Humanities,2,2,4,3,3,2,3,2,6,2,4,4,1,1,2
MichiganStateUniversity,125,2770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,126,511,7427773,21,NA,6,5,5,7,4,3,5,1,5,2,6,5,4,5,6,1,2,2,2,3,2,4,3,3,3,3,2,2,3,2,3,psychology,2,2,2,4,4,3,3,2,6,1,4,4,3,4,2
MichiganStateUniversity,127,2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,128,513,7427965,18,I read the instructions,5,1,5,4,3,2,7,5,7,4,9,7,7,5,5,1,1,2,1,3,3,4,4,2,2,3,3,4,4,3,3,Psychology,3,2,1,4,5,3,3,4,3,3,3,3,3,1,2
MichiganStateUniversity,129,2773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,13,2778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,130,514,7428043,19,I read the instructions,1,5,6,3,5,7,5,3,7,2,7,2,4,4,4,2,2,2,2,2,3,3,3,3,4,4,3,2,2,3,4,Psychology,4,3,4,2,4,3,4,4,3,3,4,3,2,2,2
MichiganStateUniversity,131,518,7428289,19,NA,5,4,7,7,3,2,7,1,3,6,7,5,5,5,7,2,3,3,2,4,2,4,3,3,2,2,4,1,3,3,2,Marketing,1,1,2,3,4,3,2,3,6,3,3,3,4,2,2
MichiganStateUniversity,132,2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,133,530,7428448,19,NA,7,4,7,5,7,1,5,2,7,5,9,7,5,6,1,1,4,4,2,4,4,3,4,2,2,3,4,3,4,4,4,NA,2,2,3,1,4,1,4,2,7,1,5,5,4,2,2
MichiganStateUniversity,134,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MichiganStateUniversity,135,2557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MichiganStateUniversity,136,537,7428624,18,NA,7,3,7,5,5,1,7,1,6,1,5,4,4,5,5,1,2,1,1,2,2,2,1,1,2,3,3,1,2,4,4,advertising,3,2,2,4,4,2,2,2,6,3,3,4,3,2,2
MichiganStateUniversity,137,2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
MichiganStateUniversity,138,546,7429128,18,i read the directions,7,3,3,1,5,3,3,1,7,5,6,3,5,7,4,2,3,3,2,2,2,3,3,3,3,4,3,1,3,3,4,Accounting,2,2,4,4,2,4,2,2,7,1,5,5,2,1,2
MichiganStateUniversity,139,2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
MichiganStateUniversity,14,2779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,140,2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,141,547,7429290,18,I read the instructions,2,2,7,2,6,7,7,1,7,1,9,6,8,5,7,1,2,2,2,3,3,4,4,4,3,4,2,1,4,1,4,Pre-Medical,1,1,4,2,5,4,5,2,7,2,5,4,1,1,2
MichiganStateUniversity,142,2949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,143,548,7429397,18,I read the instructions,6,2,6,2,6,4,6,1,6,3,5,4,4,2,3,1,2,2,1,3,2,4,4,3,2,4,3,3,3,1,4,Athletic Training,2,2,1,4,5,1,1,3,5,3,4,4,3,1,2
MichiganStateUniversity,144,2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,145,2567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,146,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
